
   INFO  Server running on [http://127.0.0.1:8081].  

  Press Ctrl+C to stop the server
  2026-06-20 10:48:22 /api/v1/user/profiles .......................................... ~ 0.02ms
  2026-06-20 10:48:22 /api/v1/dns-config ............................................. ~ 0.03ms
  2026-06-20 10:48:22 /api/v1/user/membership ........................................ ~ 0.02ms
  2026-06-20 10:48:24 /api/v1/user/me ................................................ ~ 0.15ms
  2026-06-20 10:48:24 /api/v1/user/logs .............................................. ~ 0.48ms
  2026-06-20 10:48:24 /api/v1/user/profiles ........................................ ~ 502.29ms
  2026-06-20 10:48:24 /api/v1/internal/geodns/health-view ............................ ~ 0.01ms
  2026-06-20 10:48:27 /api/v1/user/me .............................................. ~ 505.15ms
  2026-06-20 10:48:27 /api/v1/user/dashboard ....................................... ~ 505.46ms
  2026-06-20 10:48:27 /api/v1/user/profiles .......................................... ~ 0.03ms
  2026-06-20 10:48:27 /api/v1/user/dns-endpoints ..................................... ~ 0.03ms
  2026-06-20 10:48:27 /api/v1/user/top-domains ....................................... ~ 0.02ms
  2026-06-20 10:48:27 /api/v1/user/devices ........................................... ~ 0.02ms
  2026-06-20 10:48:30 /api/v1/user/dashboard ......................................... ~ 0.46ms
  2026-06-20 10:48:30 /api/v1/user/dns-endpoints ..................................... ~ 0.04ms
  2026-06-20 10:48:30 /api/v1/user/top-domains ....................................... ~ 0.02ms
  2026-06-20 10:48:30 /api/v1/user/devices ........................................... ~ 0.02ms
  2026-06-20 10:48:32 /api/v1/node/resolver/config ................................... ~ 0.06ms
  2026-06-20 10:48:32 /api/v1/node/nodes/heartbeat ................................... ~ 0.18ms
  2026-06-20 10:48:32 /api/v1/node/resolver/config ................................... ~ 0.01ms
  2026-06-20 10:48:32 /api/v1/user/dashboard ......................................... ~ 0.24ms
  2026-06-20 10:48:32 /api/v1/user/dns-endpoints ..................................... ~ 0.03ms
  2026-06-20 10:48:32 /api/v1/user/top-domains ....................................... ~ 0.02ms
  2026-06-20 10:48:32 /api/v1/user/devices ........................................... ~ 0.02ms
  2026-06-20 10:48:35 /api/v1/user/dashboard ......................................... ~ 0.30ms
  2026-06-20 10:48:35 /api/v1/user/dns-endpoints ..................................... ~ 0.03ms
  2026-06-20 10:48:35 /api/v1/user/top-domains ....................................... ~ 0.02ms
  2026-06-20 10:48:35 /api/v1/user/devices ........................................... ~ 0.02ms
  2026-06-20 10:48:39 /api/v1/internal/geodns/health-view ............................ ~ 0.40ms
  2026-06-20 10:48:54 /api/v1/internal/geodns/health-view ............................ ~ 0.16ms
  2026-06-20 10:49:02 /api/v1/node/resolver/config ................................... ~ 0.10ms
  2026-06-20 10:49:02 /api/v1/node/nodes/heartbeat ................................... ~ 0.40ms
  2026-06-20 10:49:02 /api/v1/node/resolver/config ................................... ~ 0.01ms
  2026-06-20 10:49:09 /api/v1/internal/geodns/health-view ............................ ~ 8.56ms
  2026-06-20 10:49:24 /api/v1/internal/geodns/health-view .......................... ~ 500.90ms
  2026-06-20 10:49:32 /api/v1/node/nodes/heartbeat ................................... ~ 0.46ms
  2026-06-20 10:49:32 /api/v1/node/resolver/config ................................... ~ 0.66ms
  2026-06-20 10:49:32 /api/v1/node/resolver/config ................................... ~ 0.01ms
  2026-06-20 10:49:39 /api/v1/internal/geodns/health-view ............................ ~ 0.40ms
  2026-06-20 10:49:54 /api/v1/internal/geodns/health-view ............................ ~ 1.12ms
  2026-06-20 10:50:02 /api/v1/node/nodes/heartbeat ................................... ~ 0.15ms
  2026-06-20 10:50:02 /api/v1/node/resolver/config ................................... ~ 0.51ms
  2026-06-20 10:50:02 /api/v1/node/resolver/config ................................... ~ 0.03ms
  2026-06-20 10:50:02 /api/v1/user/me ................................................ ~ 0.03ms
  2026-06-20 10:50:02 /api/v1/user/logs .............................................. ~ 0.31ms
  2026-06-20 10:50:02 /api/v1/user/profiles .......................................... ~ 0.02ms
  2026-06-20 10:50:03 /api/v1/user/me ................................................ ~ 0.12ms
  2026-06-20 10:50:03 /api/v1/user/analytics ......................................... ~ 0.43ms
  2026-06-20 10:50:03 /api/v1/user/profiles .......................................... ~ 0.04ms
  2026-06-20 10:50:06 /api/v1/user/me ................................................ ~ 0.23ms
  2026-06-20 10:50:06 /api/v1/user/logs .............................................. ~ 0.02ms
  2026-06-20 10:50:06 /api/v1/user/profiles .......................................... ~ 0.01ms
  2026-06-20 10:50:07 /api/v1/user/me ................................................ ~ 0.07ms
  2026-06-20 10:50:07 /api/v1/user/dashboard ......................................... ~ 0.90ms
  2026-06-20 10:50:07 /api/v1/user/profiles .......................................... ~ 0.01ms
  2026-06-20 10:50:07 /api/v1/user/dns-endpoints ..................................... ~ 0.01ms
  2026-06-20 10:50:07 /api/v1/user/top-domains ....................................... ~ 0.01ms
  2026-06-20 10:50:07 /api/v1/user/devices ........................................... ~ 0.01ms
  2026-06-20 10:50:09 /api/v1/internal/geodns/health-view ............................ ~ 0.08ms
  2026-06-20 10:50:24 /api/v1/internal/geodns/health-view ............................ ~ 0.58ms
  2026-06-20 10:50:27 /api/v1/user/me ................................................ ~ 0.10ms
  2026-06-20 10:50:28 /api/v1/user/analytics ....................................... ~ 504.96ms
  2026-06-20 10:50:28 /api/v1/user/profiles .......................................... ~ 0.13ms
  2026-06-20 10:50:30 /api/v1/user/analytics ......................................... ~ 0.09ms
  2026-06-20 10:50:32 /api/v1/node/resolver/config ................................... ~ 0.08ms
  2026-06-20 10:50:32 /api/v1/node/nodes/heartbeat ................................... ~ 0.34ms
  2026-06-20 10:50:32 /api/v1/node/resolver/config ................................... ~ 0.02ms
  2026-06-20 10:50:33 /api/v1/user/analytics ......................................... ~ 0.06ms
  2026-06-20 10:50:39 /api/v1/internal/geodns/health-view ............................ ~ 0.24ms
  2026-06-20 10:50:54 /api/v1/internal/geodns/health-view ............................ ~ 0.30ms
  2026-06-20 10:51:02 /api/v1/node/resolver/config ................................... ~ 0.30ms
  2026-06-20 10:51:02 /api/v1/node/nodes/heartbeat ................................... ~ 0.74ms
  2026-06-20 10:51:02 /api/v1/node/resolver/config ................................... ~ 0.01ms
  2026-06-20 10:51:09 /api/v1/internal/geodns/health-view ............................ ~ 0.26ms
  2026-06-20 10:51:24 /api/v1/internal/geodns/health-view ............................ ~ 0.32ms
  2026-06-20 10:51:32 /api/v1/node/resolver/config ................................... ~ 0.23ms
  2026-06-20 10:51:32 /api/v1/node/nodes/heartbeat ................................... ~ 0.39ms
  2026-06-20 10:51:32 /api/v1/node/resolver/config ................................... ~ 0.01ms
  2026-06-20 10:51:39 /api/v1/internal/geodns/health-view ............................ ~ 0.29ms
  2026-06-20 10:51:54 /api/v1/internal/geodns/health-view ............................ ~ 0.17ms
  2026-06-20 10:52:02 /api/v1/node/nodes/heartbeat ................................... ~ 0.09ms
  2026-06-20 10:52:02 /api/v1/node/resolver/config ................................... ~ 0.38ms
  2026-06-20 10:52:02 /api/v1/node/resolver/config ................................... ~ 0.02ms
  2026-06-20 10:52:09 /api/v1/internal/geodns/health-view ............................ ~ 0.30ms
  2026-06-20 10:52:24 /api/v1/internal/geodns/health-view ............................ ~ 0.19ms
  2026-06-20 10:52:32 /api/v1/node/nodes/heartbeat ................................. ~ 503.80ms
  2026-06-20 10:52:32 /api/v1/node/resolver/config ................................. ~ 504.38ms
  2026-06-20 10:52:32 /api/v1/node/resolver/config ................................... ~ 0.03ms
  2026-06-20 10:52:39 /api/v1/internal/geodns/health-view ............................ ~ 0.40ms
  2026-06-20 10:52:54 /api/v1/internal/geodns/health-view ............................ ~ 0.28ms
  2026-06-20 10:53:02 /api/v1/node/resolver/config ................................... ~ 1.92ms
  2026-06-20 10:53:02 /api/v1/node/nodes/heartbeat ................................... ~ 2.42ms
  2026-06-20 10:53:02 /api/v1/node/resolver/config ................................... ~ 0.01ms
  2026-06-20 10:53:09 /api/v1/internal/geodns/health-view ............................ ~ 0.21ms
  2026-06-20 10:53:24 /api/v1/internal/geodns/health-view ............................ ~ 0.32ms
  2026-06-20 10:53:31 /api/v1/user/me ................................................ ~ 0.20ms
  2026-06-20 10:53:31 /api/v1/user/analytics ......................................... ~ 2.35ms
  2026-06-20 10:53:31 /api/v1/user/profiles ........................................ ~ 506.51ms
  2026-06-20 10:53:32 /api/v1/node/resolver/config ................................... ~ 0.11ms
  2026-06-20 10:53:32 /api/v1/node/nodes/heartbeat ................................... ~ 0.36ms
  2026-06-20 10:53:32 /api/v1/node/resolver/config ................................... ~ 0.02ms
  2026-06-20 10:53:33 /api/v1/user/analytics ......................................... ~ 0.14ms
  2026-06-20 10:53:36 /api/v1/user/analytics ......................................... ~ 0.99ms
  2026-06-20 10:53:37 /api/v1/user/analytics ......................................... ~ 0.09ms
  2026-06-20 10:53:39 /api/v1/internal/geodns/health-view ............................ ~ 0.09ms
  2026-06-20 10:53:54 /api/v1/internal/geodns/health-view ............................ ~ 1.10ms
  2026-06-20 10:54:02 /api/v1/node/resolver/config ................................... ~ 0.45ms
  2026-06-20 10:54:02 /api/v1/node/nodes/heartbeat ................................... ~ 4.17ms
  2026-06-20 10:54:02 /api/v1/node/resolver/config ................................... ~ 0.04ms
  2026-06-20 10:54:09 /api/v1/internal/geodns/health-view .......................... ~ 526.88ms
  2026-06-20 10:54:24 /api/v1/internal/geodns/health-view ............................ ~ 0.31ms
  2026-06-20 10:54:32 /api/v1/node/nodes/heartbeat ................................... ~ 0.12ms
  2026-06-20 10:54:32 /api/v1/node/resolver/config ................................... ~ 0.01ms
  2026-06-20 10:54:32 /api/v1/node/resolver/config ................................... ~ 0.02ms
  2026-06-20 10:54:39 /api/v1/internal/geodns/health-view ............................ ~ 0.17ms
  2026-06-20 10:54:54 /api/v1/internal/geodns/health-view ............................ ~ 0.24ms
  2026-06-20 10:55:02 /api/v1/node/resolver/config ................................... ~ 0.06ms
  2026-06-20 10:55:02 /api/v1/node/nodes/heartbeat ................................... ~ 0.20ms
  2026-06-20 10:55:02 /api/v1/node/resolver/config ................................... ~ 0.01ms
  2026-06-20 10:55:09 /api/v1/internal/geodns/health-view .......................... ~ 505.16ms
  2026-06-20 10:55:24 /api/v1/internal/geodns/health-view ............................ ~ 0.09ms
  2026-06-20 10:55:32 /api/v1/node/resolver/config ................................... ~ 0.13ms
  2026-06-20 10:55:32 /api/v1/node/nodes/heartbeat ................................... ~ 0.71ms
  2026-06-20 10:55:32 /api/v1/node/resolver/config ................................... ~ 0.03ms
  2026-06-20 10:55:39 /api/v1/internal/geodns/health-view ............................ ~ 0.10ms
  2026-06-20 10:55:54 /api/v1/internal/geodns/health-view ............................ ~ 0.12ms
  2026-06-20 10:56:02 /api/v1/node/resolver/config ................................... ~ 0.26ms
  2026-06-20 10:56:02 /api/v1/node/nodes/heartbeat ................................... ~ 0.70ms
  2026-06-20 10:56:02 /api/v1/node/resolver/config ................................... ~ 0.03ms
  2026-06-20 10:56:09 /api/v1/internal/geodns/health-view ............................ ~ 0.07ms
  2026-06-20 10:56:24 /api/v1/internal/geodns/health-view ............................ ~ 0.07ms
  2026-06-20 10:56:32 /api/v1/node/resolver/config ................................... ~ 0.05ms
  2026-06-20 10:56:32 /api/v1/node/nodes/heartbeat ................................... ~ 0.16ms
  2026-06-20 10:56:32 /api/v1/node/resolver/config ................................... ~ 0.01ms
  2026-06-20 10:56:39 /api/v1/internal/geodns/health-view ............................ ~ 0.09ms
  2026-06-20 10:56:54 /api/v1/internal/geodns/health-view ............................ ~ 0.13ms
  2026-06-20 10:57:02 /api/v1/node/nodes/heartbeat ................................... ~ 0.33ms
  2026-06-20 10:57:02 /api/v1/node/resolver/config ................................... ~ 0.04ms
  2026-06-20 10:57:02 /api/v1/node/resolver/config ................................... ~ 0.04ms
  2026-06-20 10:57:09 /api/v1/internal/geodns/health-view ............................ ~ 0.05ms
  2026-06-20 10:57:24 /api/v1/internal/geodns/health-view ............................ ~ 0.43ms
  2026-06-20 10:57:32 /api/v1/node/resolver/config ................................... ~ 0.30ms
  2026-06-20 10:57:32 /api/v1/node/nodes/heartbeat ................................... ~ 0.58ms
  2026-06-20 10:57:32 /api/v1/node/resolver/config ................................... ~ 0.05ms
  2026-06-20 10:57:39 /api/v1/internal/geodns/health-view ............................ ~ 0.16ms
  2026-06-20 10:57:54 /api/v1/internal/geodns/health-view ............................ ~ 0.05ms
  2026-06-20 10:58:02 /api/v1/node/resolver/config ................................... ~ 0.11ms
  2026-06-20 10:58:02 /api/v1/node/nodes/heartbeat ................................... ~ 0.39ms
  2026-06-20 10:58:02 /api/v1/node/resolver/config ................................... ~ 0.03ms
  2026-06-20 10:58:09 /api/v1/internal/geodns/health-view ............................ ~ 0.28ms
  2026-06-20 10:58:24 /api/v1/internal/geodns/health-view ............................ ~ 0.12ms
  2026-06-20 10:58:32 /api/v1/node/resolver/config ................................... ~ 0.09ms
  2026-06-20 10:58:32 /api/v1/node/nodes/heartbeat ................................... ~ 0.36ms
  2026-06-20 10:58:32 /api/v1/node/resolver/config ................................... ~ 0.02ms
  2026-06-20 10:58:39 /api/v1/internal/geodns/health-view ............................ ~ 0.43ms
  2026-06-20 10:58:54 /api/v1/internal/geodns/health-view ............................ ~ 0.17ms
  2026-06-20 10:59:02 /api/v1/node/nodes/heartbeat ................................... ~ 0.10ms
  2026-06-20 10:59:02 /api/v1/node/resolver/config ................................... ~ 0.38ms
  2026-06-20 10:59:02 /api/v1/node/resolver/config ................................... ~ 0.02ms
  2026-06-20 10:59:09 /api/v1/internal/geodns/health-view .......................... ~ 500.97ms
  2026-06-20 10:59:24 /api/v1/internal/geodns/health-view ............................ ~ 0.11ms
  2026-06-20 10:59:32 /api/v1/node/resolver/config ................................... ~ 0.06ms
  2026-06-20 10:59:32 /api/v1/node/nodes/heartbeat ................................... ~ 0.20ms
  2026-06-20 10:59:32 /api/v1/node/resolver/config ................................... ~ 0.01ms
  2026-06-20 10:59:39 /api/v1/internal/geodns/health-view ............................ ~ 0.34ms
  2026-06-20 10:59:54 /api/v1/internal/geodns/health-view ............................ ~ 0.10ms
  2026-06-20 11:00:02 /api/v1/node/resolver/config ................................... ~ 0.33ms
  2026-06-20 11:00:02 /api/v1/node/nodes/heartbeat ................................... ~ 0.47ms
  2026-06-20 11:00:02 /api/v1/node/resolver/config ................................... ~ 0.01ms
  2026-06-20 11:00:09 /api/v1/internal/geodns/health-view .......................... ~ 503.54ms
  2026-06-20 11:00:17 /api/v1/user/me .............................................. ~ 505.35ms
  2026-06-20 11:00:17 /api/v1/user/analytics ....................................... ~ 505.69ms
  2026-06-20 11:00:17 /api/v1/user/profiles .......................................... ~ 0.03ms
  2026-06-20 11:00:19 /api/v1/user/analytics ......................................... ~ 0.09ms
  2026-06-20 11:00:21 /api/v1/user/analytics ......................................... ~ 0.09ms
  2026-06-20 11:00:23 /api/v1/user/analytics ......................................... ~ 0.08ms
  2026-06-20 11:00:24 /api/v1/internal/geodns/health-view ............................ ~ 0.32ms
  2026-06-20 11:00:25 /api/v1/user/analytics ......................................... ~ 0.25ms
  2026-06-20 11:00:29 /api/v1/user/analytics ......................................... ~ 0.11ms
  2026-06-20 11:00:32 /api/v1/node/resolver/config ................................... ~ 0.10ms
  2026-06-20 11:00:32 /api/v1/node/nodes/heartbeat ................................... ~ 0.38ms
  2026-06-20 11:00:32 /api/v1/node/resolver/config ................................... ~ 0.02ms
  2026-06-20 11:00:32 /api/v1/user/analytics ......................................... ~ 0.02ms
  2026-06-20 11:00:34 /api/v1/user/me ................................................ ~ 0.13ms
  2026-06-20 11:00:34 /api/v1/user/logs .............................................. ~ 0.02ms
  2026-06-20 11:00:34 /api/v1/user/profiles .......................................... ~ 0.01ms
  2026-06-20 11:00:39 /api/v1/internal/geodns/health-view ............................ ~ 0.39ms
  2026-06-20 11:00:40 /api/v1/user/me ................................................ ~ 0.09ms
  2026-06-20 11:00:40 /api/v1/user/denylist .......................................... ~ 0.38ms
  2026-06-20 11:00:40 /api/v1/user/profiles .......................................... ~ 0.02ms
  2026-06-20 11:00:41 /api/v1/user/me ................................................ ~ 0.09ms
  2026-06-20 11:00:41 /api/v1/user/allowlist ......................................... ~ 0.41ms
  2026-06-20 11:00:41 /api/v1/user/profiles .......................................... ~ 0.02ms
  2026-06-20 11:00:42 /api/v1/user/me ................................................ ~ 0.11ms
  2026-06-20 11:00:42 /api/v1/user/analytics ......................................... ~ 0.03ms
  2026-06-20 11:00:42 /api/v1/user/profiles .......................................... ~ 0.02ms
  2026-06-20 11:00:42 /api/v1/user/me ................................................ ~ 0.09ms
  2026-06-20 11:00:42 /api/v1/user/logs .............................................. ~ 0.41ms
  2026-06-20 11:00:42 /api/v1/user/profiles .......................................... ~ 0.02ms
  2026-06-20 11:00:43 /api/v1/user/me ................................................ ~ 0.06ms
  2026-06-20 11:00:43 /api/v1/user/settings .......................................... ~ 0.20ms
  2026-06-20 11:00:43 /api/v1/user/profiles .......................................... ~ 0.01ms
  2026-06-20 11:00:43 /api/v1/dns-config ............................................. ~ 0.01ms
  2026-06-20 11:00:43 /api/v1/user/membership ........................................ ~ 0.01ms
  2026-06-20 11:00:54 /api/v1/internal/geodns/health-view ............................ ~ 1.10ms
  2026-06-20 11:01:02 /api/v1/node/resolver/config ................................... ~ 0.39ms
  2026-06-20 11:01:02 /api/v1/node/nodes/heartbeat ................................... ~ 0.56ms
  2026-06-20 11:01:02 /api/v1/node/resolver/config ................................... ~ 0.01ms
  2026-06-20 11:01:09 /api/v1/internal/geodns/health-view ............................ ~ 0.07ms
  2026-06-20 11:01:24 /api/v1/internal/geodns/health-view ............................ ~ 1.35ms
  2026-06-20 11:01:32 /api/v1/node/resolver/config ................................... ~ 0.06ms
  2026-06-20 11:01:32 /api/v1/node/nodes/heartbeat ................................... ~ 0.19ms
  2026-06-20 11:01:32 /api/v1/node/resolver/config ................................... ~ 0.01ms
  2026-06-20 11:01:39 /api/v1/internal/geodns/health-view ............................ ~ 0.69ms
  2026-06-20 11:01:54 /api/v1/internal/geodns/health-view ............................ ~ 0.82ms
  2026-06-20 11:02:02 /api/v1/node/nodes/heartbeat ................................... ~ 0.45ms
  2026-06-20 11:02:02 /api/v1/node/resolver/config ................................... ~ 0.60ms
  2026-06-20 11:02:02 /api/v1/node/resolver/config ................................... ~ 0.01ms
  2026-06-20 11:02:09 /api/v1/internal/geodns/health-view ............................ ~ 0.24ms
  2026-06-20 11:02:10 /api/v1/user/me ................................................ ~ 0.07ms
  2026-06-20 11:02:10 /api/v1/user/logs .............................................. ~ 0.02ms
  2026-06-20 11:02:10 /api/v1/user/profiles ........................................ ~ 500.31ms
  2026-06-20 11:02:14 /api/v1/user/logs .............................................. ~ 0.33ms
  2026-06-20 11:02:24 /api/v1/internal/geodns/health-view ............................ ~ 0.14ms
  2026-06-20 11:02:32 /api/v1/node/resolver/config ................................. ~ 504.73ms
  2026-06-20 11:02:32 /api/v1/node/nodes/heartbeat ................................. ~ 504.93ms
  2026-06-20 11:02:32 /api/v1/node/resolver/config ................................... ~ 0.01ms
  2026-06-20 11:02:34 /api/v1/user/logs .............................................. ~ 0.24ms
  2026-06-20 11:02:38 /api/v1/user/logs .............................................. ~ 0.13ms
  2026-06-20 11:02:39 /api/v1/internal/geodns/health-view ............................ ~ 0.05ms
  2026-06-20 11:02:40 /api/v1/user/logs .............................................. ~ 0.11ms
  2026-06-20 11:02:43 /api/v1/user/me ................................................ ~ 0.05ms
  2026-06-20 11:02:43 /api/v1/user/logs .............................................. ~ 0.02ms
  2026-06-20 11:02:43 /api/v1/user/profiles .......................................... ~ 0.01ms
  2026-06-20 11:02:54 /api/v1/internal/geodns/health-view ............................ ~ 0.36ms
  2026-06-20 11:03:02 /api/v1/node/nodes/heartbeat ................................... ~ 0.11ms
  2026-06-20 11:03:02 /api/v1/node/resolver/config ................................... ~ 0.42ms
  2026-06-20 11:03:02 /api/v1/node/resolver/config ................................... ~ 0.02ms
  2026-06-20 11:03:09 /api/v1/internal/geodns/health-view ............................ ~ 0.39ms
  2026-06-20 11:03:24 /api/v1/internal/geodns/health-view ............................ ~ 1.93ms
  2026-06-20 11:03:29 /api/v1/user/me .............................................. ~ 507.80ms
  2026-06-20 11:03:29 /api/v1/user/logs .............................................. ~ 0.08ms
  2026-06-20 11:03:30 /api/v1/user/profiles .......................................... ~ 0.07ms
  2026-06-20 11:03:30 /api/v1/user/me .............................................. ~ 502.91ms
  2026-06-20 11:03:30 /api/v1/user/logs ............................................ ~ 503.74ms
  2026-06-20 11:03:30 /api/v1/user/profiles .......................................... ~ 0.02ms
  2026-06-20 11:03:32 /api/v1/node/resolver/config ................................... ~ 0.05ms
  2026-06-20 11:03:32 /api/v1/node/nodes/heartbeat ................................... ~ 0.17ms
  2026-06-20 11:03:32 /api/v1/node/resolver/config ................................... ~ 0.01ms
  2026-06-20 11:03:39 /api/v1/internal/geodns/health-view ............................ ~ 2.48ms
  2026-06-20 11:03:42 /api/v1/user/me ................................................ ~ 0.21ms
  2026-06-20 11:03:42 /api/v1/user/logs ............................................ ~ 503.62ms
  2026-06-20 11:03:42 /api/v1/user/me .............................................. ~ 504.00ms
  2026-06-20 11:03:42 /api/v1/user/logs .............................................. ~ 0.50ms
  2026-06-20 11:03:42 /api/v1/user/profiles .......................................... ~ 0.44ms
  2026-06-20 11:03:42 /api/v1/user/profiles .......................................... ~ 0.43ms
  2026-06-20 11:03:54 /api/v1/internal/geodns/health-view ............................ ~ 0.27ms
  2026-06-20 11:04:02 /api/v1/node/nodes/heartbeat ................................... ~ 0.05ms
  2026-06-20 11:04:02 /api/v1/node/resolver/config ................................... ~ 0.20ms
  2026-06-20 11:04:02 /api/v1/node/resolver/config ................................... ~ 0.01ms
  2026-06-20 11:04:09 /api/v1/internal/geodns/health-view ............................ ~ 0.86ms
  2026-06-20 11:04:24 /api/v1/internal/geodns/health-view ............................ ~ 0.50ms
  2026-06-20 11:04:32 /api/v1/node/resolver/config ................................... ~ 0.31ms
  2026-06-20 11:04:32 /api/v1/node/nodes/heartbeat ................................... ~ 0.69ms
  2026-06-20 11:04:32 /api/v1/node/resolver/config ................................... ~ 0.02ms
  2026-06-20 11:04:32 /api/v1/user/me ................................................ ~ 0.08ms
  2026-06-20 11:04:32 /api/v1/user/logs .............................................. ~ 0.29ms
  2026-06-20 11:04:32 /api/v1/user/profiles .......................................... ~ 0.01ms
  2026-06-20 11:04:35 /api/v1/user/me ................................................ ~ 0.16ms
  2026-06-20 11:04:35 /api/v1/user/security .......................................... ~ 0.54ms
  2026-06-20 11:04:35 /api/v1/user/profiles .......................................... ~ 0.02ms
  2026-06-20 11:04:35 /api/v1/user/security .......................................... ~ 0.12ms
  2026-06-20 11:04:36 /api/v1/user/me ................................................ ~ 0.12ms
  2026-06-20 11:04:36 /api/v1/user/catalogs .......................................... ~ 0.47ms
  2026-06-20 11:04:36 /api/v1/user/profiles .......................................... ~ 0.02ms
  2026-06-20 11:04:36 /api/v1/user/privacy ........................................... ~ 0.02ms
  2026-06-20 11:04:37 /api/v1/user/privacy ........................................... ~ 0.10ms
  2026-06-20 11:04:38 /api/v1/user/me ................................................ ~ 0.11ms
  2026-06-20 11:04:38 /api/v1/user/catalogs .......................................... ~ 0.57ms
  2026-06-20 11:04:38 /api/v1/user/profiles .......................................... ~ 0.02ms
  2026-06-20 11:04:38 /api/v1/user/parental .......................................... ~ 0.02ms
  2026-06-20 11:04:39 /api/v1/user/parental .......................................... ~ 0.08ms
  2026-06-20 11:04:39 /api/v1/internal/geodns/health-view ............................ ~ 0.33ms
  2026-06-20 11:04:42 /api/v1/user/parental .......................................... ~ 0.10ms
  2026-06-20 11:04:48 /api/v1/user/me ................................................ ~ 0.37ms
  2026-06-20 11:04:48 /api/v1/user/security .......................................... ~ 0.04ms
  2026-06-20 11:04:48 /api/v1/user/profiles .......................................... ~ 0.02ms
  2026-06-20 11:04:49 /api/v1/user/security .......................................... ~ 0.08ms
  2026-06-20 11:04:50 /api/v1/user/me ................................................ ~ 0.07ms
  2026-06-20 11:04:50 /api/v1/user/logs .............................................. ~ 0.23ms
  2026-06-20 11:04:50 /api/v1/user/profiles .......................................... ~ 0.01ms
  2026-06-20 11:04:54 /api/v1/internal/geodns/health-view ............................ ~ 0.83ms
  2026-06-20 11:05:02 /api/v1/node/resolver/config ................................... ~ 0.27ms
  2026-06-20 11:05:02 /api/v1/node/nodes/heartbeat ................................... ~ 0.42ms
  2026-06-20 11:05:02 /api/v1/node/resolver/config ................................... ~ 0.01ms
  2026-06-20 11:05:09 /api/v1/internal/geodns/health-view .......................... ~ 503.83ms
  2026-06-20 11:05:24 /api/v1/internal/geodns/health-view ............................ ~ 0.82ms
  2026-06-20 11:05:32 /api/v1/node/resolver/config ................................... ~ 0.24ms
  2026-06-20 11:05:32 /api/v1/node/nodes/heartbeat ................................... ~ 0.38ms
  2026-06-20 11:05:32 /api/v1/node/resolver/config ................................... ~ 0.01ms
  2026-06-20 11:05:39 /api/v1/internal/geodns/health-view ............................ ~ 0.13ms
  2026-06-20 11:05:48 /api/v1/user/me ................................................ ~ 0.25ms
  2026-06-20 11:05:48 /api/v1/user/logs .............................................. ~ 0.44ms
  2026-06-20 11:05:48 /api/v1/user/me ................................................ ~ 0.14ms
  2026-06-20 11:05:48 /api/v1/user/logs .............................................. ~ 0.13ms
  2026-06-20 11:05:48 /api/v1/user/profiles .......................................... ~ 0.12ms
  2026-06-20 11:05:48 /api/v1/user/profiles .......................................... ~ 0.12ms
  2026-06-20 11:05:54 /api/v1/internal/geodns/health-view ............................ ~ 0.28ms
  2026-06-20 11:06:02 /api/v1/node/nodes/heartbeat ................................... ~ 0.10ms
  2026-06-20 11:06:02 /api/v1/node/resolver/config ................................... ~ 0.46ms
  2026-06-20 11:06:02 /api/v1/node/resolver/config ................................... ~ 0.02ms
  2026-06-20 11:06:09 /api/v1/internal/geodns/health-view ............................ ~ 0.37ms
  2026-06-20 11:06:24 /api/v1/internal/geodns/health-view .......................... ~ 500.47ms
  2026-06-20 11:06:32 /api/v1/node/resolver/config ................................... ~ 0.78ms
  2026-06-20 11:06:32 /api/v1/node/nodes/heartbeat ................................... ~ 1.38ms
  2026-06-20 11:06:32 /api/v1/node/resolver/config ................................... ~ 0.03ms
  2026-06-20 11:06:39 /api/v1/internal/geodns/health-view ............................ ~ 0.23ms
  2026-06-20 11:06:46 /api/v1/user/me ................................................ ~ 0.31ms
  2026-06-20 11:06:46 /api/v1/user/logs .............................................. ~ 0.66ms
  2026-06-20 11:06:46 /api/v1/user/profiles .......................................... ~ 0.02ms
  2026-06-20 11:06:48 /api/v1/user/logs .............................................. ~ 0.09ms
  2026-06-20 11:06:50 /api/v1/user/logs .............................................. ~ 0.10ms
  2026-06-20 11:06:54 /api/v1/internal/geodns/health-view ........................... ~ 44.57ms
  2026-06-20 11:07:02 /api/v1/node/nodes/heartbeat ................................... ~ 1.70ms
  2026-06-20 11:07:02 /api/v1/node/resolver/config ................................... ~ 2.97ms
  2026-06-20 11:07:02 /api/v1/node/resolver/config ................................... ~ 0.01ms
  2026-06-20 11:07:09 /api/v1/internal/geodns/health-view ............................ ~ 0.90ms
  2026-06-20 11:07:24 /api/v1/internal/geodns/health-view ............................ ~ 0.56ms
  2026-06-20 11:07:32 /api/v1/node/nodes/heartbeat ................................... ~ 0.43ms
  2026-06-20 11:07:32 /api/v1/node/resolver/config ................................... ~ 0.82ms
  2026-06-20 11:07:32 /api/v1/node/resolver/config ................................... ~ 0.01ms
  2026-06-20 11:07:39 /api/v1/internal/geodns/health-view ............................ ~ 0.60ms
  2026-06-20 11:07:54 /api/v1/internal/geodns/health-view ............................ ~ 0.40ms
  2026-06-20 11:08:02 /api/v1/node/nodes/heartbeat ................................... ~ 0.83ms
  2026-06-20 11:08:02 /api/v1/node/resolver/config ................................... ~ 1.17ms
