
   INFO  Server running on [http://127.0.0.1:8081].  

  Press Ctrl+C to stop the server
  2026-06-20 10:34:00 /api/v1/user/profiles .......................................... ~ 0.02ms
  2026-06-20 10:34:00 /api/v1/user/privacy ........................................... ~ 0.01ms
  2026-06-20 10:34:00 /api/v1/user/privacy ........................................... ~ 0.09ms
  2026-06-20 10:34:02 /api/v1/node/nodes/heartbeat ................................... ~ 0.26ms
  2026-06-20 10:34:02 /api/v1/node/resolver/config ................................... ~ 0.75ms
  2026-06-20 10:34:02 /api/v1/node/resolver/config ................................... ~ 0.02ms
  2026-06-20 10:34:02 /api/v1/user/me ................................................ ~ 0.03ms
  2026-06-20 10:34:02 /api/v1/user/catalogs .......................................... ~ 0.01ms
  2026-06-20 10:34:02 /api/v1/user/profiles .......................................... ~ 0.01ms
  2026-06-20 10:34:02 /api/v1/user/privacy ........................................... ~ 0.01ms
  2026-06-20 10:34:03 /api/v1/user/privacy ........................................... ~ 3.75ms
  2026-06-20 10:34:09 /api/v1/internal/geodns/health-view ........................... ~ 26.18ms
  2026-06-20 10:34:21 /api/v1/user/me .............................................. ~ 506.99ms
  2026-06-20 10:34:21 /api/v1/user/catalogs ........................................ ~ 507.15ms
  2026-06-20 10:34:22 /api/v1/user/profiles .......................................... ~ 0.01ms
  2026-06-20 10:34:22 /api/v1/user/privacy ........................................... ~ 0.01ms
  2026-06-20 10:34:22 /api/v1/user/privacy ........................................... ~ 0.07ms
  2026-06-20 10:34:24 /api/v1/internal/geodns/health-view .......................... ~ 505.18ms
  2026-06-20 10:34:32 /api/v1/node/resolver/config ................................... ~ 0.23ms
  2026-06-20 10:34:32 /api/v1/node/nodes/heartbeat ................................... ~ 0.37ms
  2026-06-20 10:34:32 /api/v1/node/resolver/config ................................... ~ 0.01ms
  2026-06-20 10:34:38 /api/v1/user/me ................................................ ~ 1.00ms
  2026-06-20 10:34:38 /api/v1/user/catalogs .......................................... ~ 1.55ms
  2026-06-20 10:34:38 /api/v1/user/profiles .......................................... ~ 0.01ms
  2026-06-20 10:34:38 /api/v1/user/privacy ........................................... ~ 0.01ms
  2026-06-20 10:34:39 /api/v1/user/privacy ........................................... ~ 0.05ms
  2026-06-20 10:34:39 /api/v1/internal/geodns/health-view ............................ ~ 0.01ms
  2026-06-20 10:34:54 /api/v1/internal/geodns/health-view ............................ ~ 0.33ms
  2026-06-20 10:35:02 /api/v1/node/resolver/config ................................... ~ 0.24ms
  2026-06-20 10:35:02 /api/v1/node/nodes/heartbeat ................................... ~ 0.36ms
  2026-06-20 10:35:02 /api/v1/node/resolver/config ................................... ~ 0.01ms
  2026-06-20 10:35:09 /api/v1/internal/geodns/health-view ............................ ~ 0.31ms
  2026-06-20 10:35:13 /api/v1/user/me ................................................ ~ 0.27ms
  2026-06-20 10:35:13 /api/v1/user/catalogs .......................................... ~ 0.03ms
  2026-06-20 10:35:13 /api/v1/user/profiles .......................................... ~ 0.02ms
  2026-06-20 10:35:13 /api/v1/user/privacy ........................................... ~ 0.02ms
  2026-06-20 10:35:14 /api/v1/user/privacy ........................................... ~ 0.10ms
  2026-06-20 10:35:16 /api/v1/user/privacy ........................................... ~ 0.22ms
  2026-06-20 10:35:17 /api/v1/user/me ................................................ ~ 0.05ms
  2026-06-20 10:35:17 /api/v1/user/catalogs .......................................... ~ 0.20ms
  2026-06-20 10:35:17 /api/v1/user/profiles .......................................... ~ 0.01ms
  2026-06-20 10:35:17 /api/v1/user/privacy ........................................... ~ 0.01ms
  2026-06-20 10:35:18 /api/v1/user/privacy ........................................... ~ 0.09ms
  2026-06-20 10:35:20 /api/v1/user/privacy ........................................... ~ 0.12ms
  2026-06-20 10:35:21 /api/v1/user/me ................................................ ~ 0.08ms
  2026-06-20 10:35:21 /api/v1/user/catalogs .......................................... ~ 0.02ms
  2026-06-20 10:35:21 /api/v1/user/profiles .......................................... ~ 0.02ms
  2026-06-20 10:35:21 /api/v1/user/privacy ........................................... ~ 0.02ms
  2026-06-20 10:35:22 /api/v1/user/privacy ........................................... ~ 0.09ms
  2026-06-20 10:35:24 /api/v1/internal/geodns/health-view ............................ ~ 0.80ms
  2026-06-20 10:35:25 /api/v1/user/privacy ........................................... ~ 0.21ms
  2026-06-20 10:35:32 /api/v1/node/nodes/heartbeat ................................... ~ 0.25ms
  2026-06-20 10:35:32 /api/v1/node/resolver/config ................................... ~ 0.42ms
  2026-06-20 10:35:32 /api/v1/node/resolver/config ................................... ~ 0.01ms
  2026-06-20 10:35:34 /api/v1/user/privacy ........................................... ~ 0.06ms
  2026-06-20 10:35:39 /api/v1/internal/geodns/health-view ............................ ~ 0.27ms
  2026-06-20 10:35:54 /api/v1/internal/geodns/health-view ............................ ~ 1.57ms
  2026-06-20 10:36:02 /api/v1/node/resolver/config ................................... ~ 0.43ms
  2026-06-20 10:36:02 /api/v1/node/nodes/heartbeat ................................... ~ 0.79ms
  2026-06-20 10:36:02 /api/v1/node/resolver/config ................................... ~ 0.02ms
  2026-06-20 10:36:09 /api/v1/internal/geodns/health-view ............................ ~ 0.22ms
  2026-06-20 10:36:24 /api/v1/internal/geodns/health-view ............................ ~ 1.09ms
  2026-06-20 10:36:32 /api/v1/node/resolver/config ................................... ~ 3.44ms
  2026-06-20 10:36:32 /api/v1/node/nodes/heartbeat ................................... ~ 4.40ms
  2026-06-20 10:36:32 /api/v1/node/resolver/config ................................... ~ 0.06ms
  2026-06-20 10:36:39 /api/v1/internal/geodns/health-view ............................ ~ 0.41ms
  2026-06-20 10:36:43 /api/v1/user/me ................................................ ~ 0.11ms
  2026-06-20 10:36:43 /api/v1/user/catalogs .......................................... ~ 0.49ms
  2026-06-20 10:36:43 /api/v1/user/profiles .......................................... ~ 0.02ms
  2026-06-20 10:36:43 /api/v1/user/privacy ........................................... ~ 0.02ms
  2026-06-20 10:36:43 /api/v1/user/privacy ........................................... ~ 0.13ms
  2026-06-20 10:36:47 /api/v1/user/me .............................................. ~ 505.17ms
  2026-06-20 10:36:47 /api/v1/user/catalogs .......................................... ~ 0.04ms
  2026-06-20 10:36:47 /api/v1/user/profiles .......................................... ~ 0.02ms
  2026-06-20 10:36:48 /api/v1/user/parental .......................................... ~ 0.02ms
  2026-06-20 10:36:48 /api/v1/user/parental .......................................... ~ 0.10ms
  2026-06-20 10:36:51 /api/v1/user/me ................................................ ~ 0.16ms
  2026-06-20 10:36:51 /api/v1/user/dashboard ......................................... ~ 0.54ms
  2026-06-20 10:36:51 /api/v1/user/profiles .......................................... ~ 0.03ms
  2026-06-20 10:36:51 /api/v1/user/dns-endpoints ..................................... ~ 0.02ms
  2026-06-20 10:36:51 /api/v1/user/top-domains ....................................... ~ 0.01ms
  2026-06-20 10:36:51 /api/v1/user/devices ........................................... ~ 0.01ms
  2026-06-20 10:36:53 /api/v1/user/me .............................................. ~ 503.67ms
  2026-06-20 10:36:53 /api/v1/user/security ........................................ ~ 503.90ms
  2026-06-20 10:36:53 /api/v1/user/profiles .......................................... ~ 0.02ms
  2026-06-20 10:36:54 /api/v1/user/security .......................................... ~ 0.08ms
  2026-06-20 10:36:54 /api/v1/internal/geodns/health-view ............................ ~ 0.02ms
  2026-06-20 10:36:54 /api/v1/user/me ................................................ ~ 0.13ms
  2026-06-20 10:36:54 /api/v1/user/catalogs .......................................... ~ 0.46ms
  2026-06-20 10:36:54 /api/v1/user/profiles .......................................... ~ 0.03ms
  2026-06-20 10:36:54 /api/v1/user/privacy ........................................... ~ 0.02ms
  2026-06-20 10:36:55 /api/v1/user/privacy ........................................... ~ 0.07ms
  2026-06-20 10:36:59 /api/v1/user/me ................................................ ~ 0.17ms
  2026-06-20 10:36:59 /api/v1/user/catalogs .......................................... ~ 0.02ms
  2026-06-20 10:36:59 /api/v1/user/profiles .......................................... ~ 0.01ms
  2026-06-20 10:36:59 /api/v1/user/parental .......................................... ~ 0.01ms
  2026-06-20 10:37:00 /api/v1/user/parental .......................................... ~ 0.05ms
  2026-06-20 10:37:00 /api/v1/user/me ................................................ ~ 0.37ms
  2026-06-20 10:37:00 /api/v1/user/denylist .......................................... ~ 0.55ms
  2026-06-20 10:37:00 /api/v1/user/profiles .......................................... ~ 0.03ms
  2026-06-20 10:37:00 /api/v1/user/me ................................................ ~ 0.12ms
  2026-06-20 10:37:00 /api/v1/user/allowlist ......................................... ~ 0.28ms
  2026-06-20 10:37:01 /api/v1/user/profiles .......................................... ~ 0.01ms
  2026-06-20 10:37:01 /api/v1/user/me ................................................ ~ 0.08ms
  2026-06-20 10:37:01 /api/v1/user/analytics ......................................... ~ 0.02ms
  2026-06-20 10:37:01 /api/v1/user/profiles .......................................... ~ 0.03ms
  2026-06-20 10:37:02 /api/v1/node/resolver/config ................................... ~ 0.06ms
  2026-06-20 10:37:02 /api/v1/node/nodes/heartbeat ................................... ~ 0.01ms
  2026-06-20 10:37:02 /api/v1/node/resolver/config ................................... ~ 0.01ms
  2026-06-20 10:37:02 /api/v1/user/me ................................................ ~ 0.01ms
  2026-06-20 10:37:02 /api/v1/user/logs .............................................. ~ 0.12ms
  2026-06-20 10:37:02 /api/v1/user/profiles .......................................... ~ 0.02ms
  2026-06-20 10:37:04 /api/v1/user/me ................................................ ~ 2.14ms
  2026-06-20 10:37:04 /api/v1/user/allowlist ......................................... ~ 5.38ms
  2026-06-20 10:37:04 /api/v1/user/profiles .......................................... ~ 0.02ms
  2026-06-20 10:37:05 /api/v1/user/me ................................................ ~ 0.06ms
  2026-06-20 10:37:05 /api/v1/user/analytics ......................................... ~ 0.20ms
  2026-06-20 10:37:05 /api/v1/user/profiles .......................................... ~ 0.01ms
  2026-06-20 10:37:09 /api/v1/internal/geodns/health-view ............................ ~ 0.12ms
  2026-06-20 10:37:14 /api/v1/user/analytics ......................................... ~ 0.91ms
  2026-06-20 10:37:24 /api/v1/internal/geodns/health-view ............................ ~ 0.20ms
  2026-06-20 10:37:32 /api/v1/node/resolver/config ................................... ~ 0.34ms
  2026-06-20 10:37:32 /api/v1/node/nodes/heartbeat ................................... ~ 0.51ms
  2026-06-20 10:37:32 /api/v1/node/resolver/config ................................... ~ 0.01ms
  2026-06-20 10:37:39 /api/v1/internal/geodns/health-view ............................ ~ 0.42ms
  2026-06-20 10:37:43 /api/v1/user/me ................................................ ~ 0.41ms
  2026-06-20 10:37:43 /api/v1/user/analytics ......................................... ~ 3.81ms
  2026-06-20 10:37:43 /api/v1/user/profiles .......................................... ~ 0.02ms
  2026-06-20 10:37:49 /api/v1/user/me ................................................ ~ 0.51ms
  2026-06-20 10:37:49 /api/v1/user/analytics ......................................... ~ 0.02ms
  2026-06-20 10:37:49 /api/v1/user/profiles ........................................ ~ 504.80ms
  2026-06-20 10:37:52 /api/v1/user/analytics ......................................... ~ 0.06ms
  2026-06-20 10:37:54 /api/v1/user/analytics ......................................... ~ 0.25ms
  2026-06-20 10:37:54 /api/v1/internal/geodns/health-view ............................ ~ 0.01ms
  2026-06-20 10:37:57 /api/v1/user/analytics ......................................... ~ 0.04ms
  2026-06-20 10:38:00 /api/v1/user/analytics ......................................... ~ 0.10ms
  2026-06-20 10:38:02 /api/v1/node/nodes/heartbeat ................................... ~ 0.10ms
  2026-06-20 10:38:02 /api/v1/node/resolver/config ................................... ~ 0.50ms
  2026-06-20 10:38:02 /api/v1/node/resolver/config ................................... ~ 0.05ms
  2026-06-20 10:38:09 /api/v1/internal/geodns/health-view ............................ ~ 1.05ms
  2026-06-20 10:38:24 /api/v1/internal/geodns/health-view ............................ ~ 1.89ms
  2026-06-20 10:38:32 /api/v1/node/nodes/heartbeat ................................... ~ 0.18ms
  2026-06-20 10:38:32 /api/v1/node/resolver/config ................................... ~ 0.53ms
  2026-06-20 10:38:32 /api/v1/node/resolver/config ................................... ~ 0.01ms
  2026-06-20 10:38:39 /api/v1/internal/geodns/health-view ............................ ~ 0.23ms
  2026-06-20 10:38:54 /api/v1/internal/geodns/health-view ............................ ~ 0.35ms
  2026-06-20 10:38:57 /api/v1/user/me ................................................ ~ 0.10ms
  2026-06-20 10:38:57 /api/v1/user/plans ............................................. ~ 0.04ms
  2026-06-20 10:38:57 /api/v1/user/profiles .......................................... ~ 0.03ms
  2026-06-20 10:39:00 /api/v1/user/orders ............................................ ~ 0.09ms
  2026-06-20 10:39:02 /api/v1/node/resolver/config ................................... ~ 0.12ms
  2026-06-20 10:39:02 /api/v1/node/nodes/heartbeat ................................... ~ 0.50ms
  2026-06-20 10:39:02 /api/v1/node/resolver/config ................................... ~ 0.03ms
  2026-06-20 10:39:08 /api/v1/user/orders ............................................ ~ 0.60ms
  2026-06-20 10:39:09 /api/v1/internal/geodns/health-view .......................... ~ 504.28ms
  2026-06-20 10:39:24 /api/v1/internal/geodns/health-view ............................ ~ 1.03ms
  2026-06-20 10:39:32 /api/v1/node/resolver/config ................................... ~ 0.40ms
  2026-06-20 10:39:32 /api/v1/node/nodes/heartbeat ................................... ~ 0.66ms
  2026-06-20 10:39:32 /api/v1/node/resolver/config ................................... ~ 0.01ms
  2026-06-20 10:39:39 /api/v1/internal/geodns/health-view ............................ ~ 0.10ms
  2026-06-20 10:39:39 /api/v1/user/me ................................................ ~ 0.01ms
  2026-06-20 10:39:39 /api/v1/user/settings .......................................... ~ 0.14ms
  2026-06-20 10:39:39 /api/v1/user/profiles .......................................... ~ 0.01ms
  2026-06-20 10:39:39 /api/v1/dns-config ............................................. ~ 0.01ms
  2026-06-20 10:39:39 /api/v1/user/membership ........................................ ~ 0.01ms
  2026-06-20 10:39:54 /api/v1/internal/geodns/health-view ............................ ~ 0.40ms
  2026-06-20 10:40:02 /api/v1/node/resolver/config ................................... ~ 0.32ms
  2026-06-20 10:40:02 /api/v1/node/nodes/heartbeat ................................. ~ 502.78ms
  2026-06-20 10:40:02 /api/v1/node/resolver/config ................................... ~ 0.01ms
  2026-06-20 10:40:09 /api/v1/user/me ................................................ ~ 0.72ms
  2026-06-20 10:40:09 /api/v1/user/teams ............................................. ~ 0.02ms
  2026-06-20 10:40:09 /api/v1/user/teams/invitations/pending ......................... ~ 0.13ms
  2026-06-20 10:40:09 /api/v1/user/profiles .......................................... ~ 0.08ms
  2026-06-20 10:40:09 /api/v1/internal/geodns/health-view ............................ ~ 0.05ms
  2026-06-20 10:40:10 /api/v1/user/me ................................................ ~ 0.12ms
  2026-06-20 10:40:10 /api/v1/user/profiles .......................................... ~ 0.05ms
  2026-06-20 10:40:24 /api/v1/internal/geodns/health-view ............................ ~ 0.17ms
  2026-06-20 10:40:32 /api/v1/node/nodes/heartbeat ................................... ~ 0.40ms
  2026-06-20 10:40:32 /api/v1/node/resolver/config ................................... ~ 0.65ms
  2026-06-20 10:40:32 /api/v1/node/resolver/config ................................... ~ 0.01ms
  2026-06-20 10:40:39 /api/v1/internal/geodns/health-view ............................ ~ 0.16ms
  2026-06-20 10:40:54 /api/v1/internal/geodns/health-view ............................ ~ 1.43ms
  2026-06-20 10:40:57 /api/v1/user/teams ............................................. ~ 0.08ms
  2026-06-20 10:40:57 /api/v1/user/me ................................................ ~ 0.02ms
  2026-06-20 10:40:57 /api/v1/user/teams/invitations/pending ......................... ~ 0.02ms
  2026-06-20 10:40:57 /api/v1/user/teams ............................................. ~ 0.09ms
  2026-06-20 10:40:57 /api/v1/user/profiles .......................................... ~ 0.12ms
  2026-06-20 10:40:59 /api/v1/user/me ................................................ ~ 0.10ms
  2026-06-20 10:40:59 /api/v1/user/teams/3 ........................................... ~ 0.43ms
  2026-06-20 10:40:59 /api/v1/user/profiles .......................................... ~ 0.03ms
  2026-06-20 10:40:59 /api/v1/user/teams/3/members ................................... ~ 0.03ms
  2026-06-20 10:40:59 /api/v1/user/teams/3/invitations ............................... ~ 0.03ms
  2026-06-20 10:41:02 /api/v1/node/nodes/heartbeat ................................... ~ 1.06ms
  2026-06-20 10:41:02 /api/v1/node/resolver/config ................................... ~ 1.64ms
  2026-06-20 10:41:02 /api/v1/node/resolver/config ................................... ~ 0.03ms
  2026-06-20 10:41:09 /api/v1/internal/geodns/health-view ............................ ~ 0.60ms
  2026-06-20 10:41:14 /api/v1/user/me .............................................. ~ 505.31ms
  2026-06-20 10:41:14 /api/v1/user/profiles .......................................... ~ 0.11ms
  2026-06-20 10:41:14 /api/v1/user/profiles .......................................... ~ 0.05ms
  2026-06-20 10:41:16 /api/v1/user/profiles/3/copy ................................... ~ 0.61ms
  2026-06-20 10:41:16 /api/v1/user/profiles .......................................... ~ 0.03ms
  2026-06-20 10:41:17 /api/v1/user/me ................................................ ~ 0.10ms
  2026-06-20 10:41:17 /api/v1/user/profiles/4 ........................................ ~ 0.73ms
  2026-06-20 10:41:17 /api/v1/user/profiles/4/rules .................................. ~ 1.01ms
  2026-06-20 10:41:17 /api/v1/user/profiles .......................................... ~ 0.02ms
  2026-06-20 10:41:24 /api/v1/internal/geodns/health-view ............................ ~ 1.05ms
  2026-06-20 10:41:32 /api/v1/node/resolver/config ................................... ~ 0.22ms
  2026-06-20 10:41:32 /api/v1/node/nodes/heartbeat ................................... ~ 0.36ms
  2026-06-20 10:41:32 /api/v1/node/resolver/config ................................... ~ 0.01ms
  2026-06-20 10:41:39 /api/v1/internal/geodns/health-view ............................ ~ 0.36ms
  2026-06-20 10:41:54 /api/v1/internal/geodns/health-view ............................ ~ 0.84ms
  2026-06-20 10:42:02 /api/v1/node/nodes/heartbeat ................................... ~ 0.77ms
  2026-06-20 10:42:02 /api/v1/node/resolver/config ................................... ~ 1.06ms
  2026-06-20 10:42:02 /api/v1/node/resolver/config ................................... ~ 0.02ms
  2026-06-20 10:42:09 /api/v1/internal/geodns/health-view ............................ ~ 0.15ms
  2026-06-20 10:42:24 /api/v1/internal/geodns/health-view ............................ ~ 0.47ms
  2026-06-20 10:42:32 /api/v1/node/resolver/config ................................... ~ 0.26ms
  2026-06-20 10:42:32 /api/v1/node/nodes/heartbeat ................................... ~ 0.52ms
  2026-06-20 10:42:32 /api/v1/node/resolver/config ................................... ~ 0.02ms
  2026-06-20 10:42:39 /api/v1/internal/geodns/health-view ............................ ~ 0.19ms
  2026-06-20 10:42:45 /api/v1/user/profiles/4/publish ................................ ~ 0.39ms
  2026-06-20 10:42:54 /api/v1/internal/geodns/health-view ............................ ~ 0.19ms
  2026-06-20 10:42:58 /api/v1/user/profiles/4/publish ................................ ~ 0.19ms
  2026-06-20 10:43:02 /api/v1/node/resolver/config ................................... ~ 0.40ms
  2026-06-20 10:43:02 /api/v1/node/nodes/heartbeat ................................... ~ 0.56ms
  2026-06-20 10:43:02 /api/v1/node/resolver/config ................................... ~ 0.01ms
  2026-06-20 10:43:09 /api/v1/internal/geodns/health-view ............................ ~ 0.35ms
  2026-06-20 10:43:24 /api/v1/internal/geodns/health-view ............................ ~ 1.07ms
  2026-06-20 10:43:31 /api/v1/user/me ................................................ ~ 0.16ms
  2026-06-20 10:43:31 /api/v1/user/security .......................................... ~ 0.03ms
  2026-06-20 10:43:31 /api/v1/user/profiles .......................................... ~ 0.04ms
  2026-06-20 10:43:32 /api/v1/user/security .......................................... ~ 0.08ms
  2026-06-20 10:43:32 /api/v1/node/resolver/config ................................... ~ 0.06ms
  2026-06-20 10:43:32 /api/v1/node/nodes/heartbeat ................................... ~ 0.19ms
  2026-06-20 10:43:32 /api/v1/node/resolver/config ................................... ~ 0.01ms
  2026-06-20 10:43:33 /api/v1/user/me ................................................ ~ 0.14ms
  2026-06-20 10:43:33 /api/v1/user/catalogs .......................................... ~ 0.53ms
  2026-06-20 10:43:33 /api/v1/user/profiles .......................................... ~ 0.04ms
  2026-06-20 10:43:33 /api/v1/user/privacy ........................................... ~ 0.03ms
  2026-06-20 10:43:34 /api/v1/user/privacy ........................................... ~ 0.19ms
  2026-06-20 10:43:37 /api/v1/user/privacy ........................................... ~ 0.33ms
  2026-06-20 10:43:38 /api/v1/user/privacy ......................................... ~ 504.60ms
  2026-06-20 10:43:39 /api/v1/internal/geodns/health-view ............................ ~ 0.08ms
  2026-06-20 10:43:39 /api/v1/user/me ................................................ ~ 0.02ms
  2026-06-20 10:43:39 /api/v1/user/catalogs .......................................... ~ 0.31ms
  2026-06-20 10:43:39 /api/v1/user/profiles .......................................... ~ 0.04ms
  2026-06-20 10:43:39 /api/v1/user/privacy ........................................... ~ 0.07ms
  2026-06-20 10:43:40 /api/v1/user/privacy ........................................... ~ 0.09ms
  2026-06-20 10:43:43 /api/v1/user/privacy ........................................... ~ 0.09ms
  2026-06-20 10:43:43 /api/v1/user/privacy ........................................... ~ 0.17ms
  2026-06-20 10:43:48 /api/v1/user/privacy ........................................... ~ 0.20ms
  2026-06-20 10:43:48 /api/v1/user/privacy ........................................... ~ 0.09ms
  2026-06-20 10:43:51 /api/v1/user/me .............................................. ~ 504.31ms
  2026-06-20 10:43:51 /api/v1/user/catalogs ........................................ ~ 504.66ms
  2026-06-20 10:43:52 /api/v1/user/profiles .......................................... ~ 0.03ms
  2026-06-20 10:43:52 /api/v1/user/privacy ........................................... ~ 0.02ms
  2026-06-20 10:43:52 /api/v1/user/privacy ........................................... ~ 0.11ms
  2026-06-20 10:43:54 /api/v1/internal/geodns/health-view ............................ ~ 0.05ms
  2026-06-20 10:44:02 /api/v1/node/resolver/config ................................... ~ 0.54ms
  2026-06-20 10:44:02 /api/v1/node/nodes/heartbeat ................................... ~ 0.92ms
  2026-06-20 10:44:02 /api/v1/node/resolver/config ................................... ~ 0.02ms
  2026-06-20 10:44:09 /api/v1/internal/geodns/health-view ............................ ~ 1.32ms
  2026-06-20 10:44:24 /api/v1/internal/geodns/health-view ............................ ~ 0.81ms
  2026-06-20 10:44:30 /api/v1/user/me ................................................ ~ 0.40ms
  2026-06-20 10:44:30 /api/v1/user/me ................................................ ~ 0.02ms
  2026-06-20 10:44:30 /api/v1/user/profiles .......................................... ~ 0.01ms
  2026-06-20 10:44:30 /api/v1/user/profiles .......................................... ~ 0.01ms
  2026-06-20 10:44:32 /api/v1/node/nodes/heartbeat ................................... ~ 0.07ms
  2026-06-20 10:44:32 /api/v1/node/resolver/config ................................... ~ 0.18ms
  2026-06-20 10:44:32 /api/v1/node/resolver/config ................................... ~ 0.09ms
  2026-06-20 10:44:35 /api/v1/user/me ................................................ ~ 0.48ms
  2026-06-20 10:44:35 /api/v1/user/catalogs .......................................... ~ 1.06ms
  2026-06-20 10:44:35 /api/v1/user/profiles .......................................... ~ 0.03ms
  2026-06-20 10:44:35 /api/v1/user/privacy ......................................... ~ 502.26ms
  2026-06-20 10:44:36 /api/v1/user/privacy ........................................... ~ 0.06ms
  2026-06-20 10:44:37 /api/v1/user/me ................................................ ~ 0.19ms
  2026-06-20 10:44:37 /api/v1/user/me ................................................ ~ 0.81ms
  2026-06-20 10:44:37 /api/v1/user/profiles .......................................... ~ 0.02ms
  2026-06-20 10:44:37 /api/v1/user/profiles ........................................ ~ 619.49ms
  2026-06-20 10:44:39 /api/v1/internal/geodns/health-view ............................ ~ 0.51ms
  2026-06-20 10:44:43 /api/v1/user/me .............................................. ~ 504.94ms
  2026-06-20 10:44:43 /api/v1/user/me ................................................ ~ 0.03ms
  2026-06-20 10:44:43 /api/v1/user/profiles .......................................... ~ 0.05ms
  2026-06-20 10:44:43 /api/v1/user/profiles .......................................... ~ 0.08ms
  2026-06-20 10:44:54 /api/v1/internal/geodns/health-view ............................ ~ 1.18ms
  2026-06-20 10:45:02 /api/v1/node/resolver/config ................................... ~ 0.42ms
  2026-06-20 10:45:02 /api/v1/node/nodes/heartbeat ................................... ~ 0.90ms
  2026-06-20 10:45:02 /api/v1/node/resolver/config ................................... ~ 0.30ms
  2026-06-20 10:45:04 /api/v1/user/me .............................................. ~ 504.94ms
  2026-06-20 10:45:04 /api/v1/user/me ................................................ ~ 0.02ms
  2026-06-20 10:45:04 /api/v1/user/profiles .......................................... ~ 0.01ms
  2026-06-20 10:45:04 /api/v1/user/profiles .......................................... ~ 0.02ms
  2026-06-20 10:45:09 /api/v1/internal/geodns/health-view ............................ ~ 0.54ms
  2026-06-20 10:45:24 /api/v1/internal/geodns/health-view ............................ ~ 0.17ms
  2026-06-20 10:45:32 /api/v1/node/nodes/heartbeat ................................. ~ 504.42ms
  2026-06-20 10:45:32 /api/v1/node/resolver/config ................................. ~ 504.91ms
  2026-06-20 10:45:32 /api/v1/node/resolver/config ................................... ~ 0.01ms
  2026-06-20 10:45:39 /api/v1/internal/geodns/health-view ............................ ~ 0.20ms
  2026-06-20 10:45:54 /api/v1/internal/geodns/health-view ............................ ~ 2.42ms
  2026-06-20 10:46:02 /api/v1/node/resolver/config ................................... ~ 0.17ms
  2026-06-20 10:46:02 /api/v1/node/nodes/heartbeat ................................... ~ 0.01ms
  2026-06-20 10:46:02 /api/v1/node/resolver/config ................................... ~ 0.01ms
  2026-06-20 10:46:04 /api/v1/user/login ............................................. ~ 6.60ms
  2026-06-20 10:46:09 /api/v1/internal/geodns/health-view ............................ ~ 0.06ms
  2026-06-20 10:46:16 /api/v1/login .................................................. ~ 0.36ms
  2026-06-20 10:46:24 /api/v1/internal/geodns/health-view ............................ ~ 0.69ms
  2026-06-20 10:46:32 /api/v1/node/nodes/heartbeat ................................... ~ 0.40ms
  2026-06-20 10:46:32 /api/v1/node/resolver/config ................................... ~ 0.60ms
  2026-06-20 10:46:32 /api/v1/node/resolver/config ................................... ~ 0.01ms
  2026-06-20 10:46:39 /api/v1/internal/geodns/health-view ............................ ~ 0.86ms
  2026-06-20 10:46:54 /api/v1/internal/geodns/health-view .......................... ~ 502.28ms
  2026-06-20 10:47:02 /api/v1/node/nodes/heartbeat ................................... ~ 0.37ms
  2026-06-20 10:47:02 /api/v1/node/resolver/config ................................... ~ 0.55ms
  2026-06-20 10:47:02 /api/v1/node/resolver/config ................................... ~ 0.03ms
  2026-06-20 10:47:09 /api/v1/internal/geodns/health-view ............................ ~ 0.18ms
  2026-06-20 10:47:24 /api/v1/internal/geodns/health-view ............................ ~ 0.07ms
  2026-06-20 10:47:32 /api/v1/node/resolver/config ................................... ~ 0.87ms
  2026-06-20 10:47:32 /api/v1/node/nodes/heartbeat ................................... ~ 1.08ms
  2026-06-20 10:47:32 /api/v1/node/resolver/config ................................... ~ 0.01ms
  2026-06-20 10:47:39 /api/v1/internal/geodns/health-view ............................ ~ 0.09ms
  2026-06-20 10:47:45 /api/v1/user/me ................................................ ~ 2.03ms
  2026-06-20 10:47:45 /api/v1/user/catalogs .......................................... ~ 3.50ms
  2026-06-20 10:47:45 /api/v1/user/profiles .......................................... ~ 0.02ms
  2026-06-20 10:47:46 /api/v1/user/privacy ........................................... ~ 0.02ms
  2026-06-20 10:47:46 /api/v1/user/privacy ........................................... ~ 0.09ms
  2026-06-20 10:47:53 /api/v1/user/privacy ........................................... ~ 0.08ms
  2026-06-20 10:47:53 /api/v1/user/privacy ........................................... ~ 0.11ms
  2026-06-20 10:47:54 /api/v1/internal/geodns/health-view ............................ ~ 0.10ms
  2026-06-20 10:47:56 /api/v1/user/me ................................................ ~ 0.08ms
  2026-06-20 10:47:56 /api/v1/user/catalogs ........................................ ~ 505.63ms
  2026-06-20 10:47:56 /api/v1/user/profiles .......................................... ~ 0.09ms
  2026-06-20 10:47:56 /api/v1/user/privacy ........................................... ~ 0.01ms
  2026-06-20 10:47:57 /api/v1/user/privacy ........................................... ~ 0.05ms
  2026-06-20 10:48:02 /api/v1/node/nodes/heartbeat ................................... ~ 0.25ms
  2026-06-20 10:48:02 /api/v1/node/resolver/config ................................... ~ 0.46ms
  2026-06-20 10:48:02 /api/v1/node/resolver/config ................................... ~ 0.01ms
  2026-06-20 10:48:09 /api/v1/internal/geodns/health-view ............................ ~ 0.24ms
  2026-06-20 10:48:22 /api/v1/user/me .............................................. ~ 504.13ms
  2026-06-20 10:48:22 /api/v1/user/settings ........................................ ~ 504.59ms
